DateTime,High,Low,Average,Volume BTC
2014-03-14 00:00:00,629.58,627.08,628.60,24670.46
2014-03-15 00:00:00,636.26,634.02,635.17,9844.67
2014-03-16 00:00:00,631.50,629.22,630.47,11438.09
2014-03-17 00:00:00,622.93,620.55,622.15,23847.19
2014-03-18 00:00:00,615.66,612.27,614.30,39365.56
2014-03-19 00:00:00,611.78,609.41,610.58,23667.24
2014-03-20 00:00:00,591.38,588.00,589.69,36527.69
2014-03-21 00:00:00,605.14,561.53,582.89,68614.99
2014-03-22 00:00:00,574.40,553.65,565.35,31376.32
2014-03-23 00:00:00,572.20,559.89,565.74,17257.37
2014-03-24 00:00:00,588.20,551.06,564.58,40238.58
2014-03-25 00:00:00,587.11,571.55,578.71,24850.01
2014-03-26 00:00:00,590.89,569.99,580.96,29522.77
2014-03-27 00:00:00,580.71,471.82,542.80,135832.94
2014-03-28 00:00:00,528.43,470.80,502.51,109778.25
2014-03-29 00:00:00,506.62,489.16,498.63,23754.85
2014-03-30 00:00:00,494.18,443.89,471.35,94461.57
2014-03-31 00:00:00,484.50,443.04,458.66,63475.85
2014-04-01 00:00:00,497.10,457.80,462.36,76000.01
2014-04-02 00:00:00,495.05,430.84,466.43,115675.28
2014-04-03 00:00:00,454.28,413.15,433.21,93538.55
2014-04-04 00:00:00,455.06,427.43,442.72,52715.14
2014-04-05 00:00:00,463.96,443.65,451.66,30109.4
2014-04-06 00:00:00,467.46,451.78,459.94,22581.11
2014-04-07 00:00:00,464.30,444.73,455.07,36149.33
2014-04-08 00:00:00,459.58,446.59,450.72,25225.59
2014-04-09 00:00:00,457.57,441.76,450.03,31168.5
2014-04-10 00:00:00,443.50,358.77,408.83,155725.39
2014-04-11 00:00:00,430.91,349.43,403.75,150768.07
2014-04-12 00:00:00,439.98,415.71,425.91,46642.33
2014-04-13 00:00:00,428.18,394.77,416.28,54985.51
2014-04-14 00:00:00,470.83,407.03,445.87,112760.37
2014-04-15 00:00:00,518.67,452.93,487.35,98481.71
2014-04-16 00:00:00,544.44,493.21,516.28,108762.63
2014-04-17 00:00:00,534.37,483.83,505.38,72240.8
2014-04-18 00:00:00,500.93,471.90,485.89,41235.55
